,_time,correction,laser,Fitting function,Sweep range (kHz),Linear baseline subtraction,peak,target,FWHM (kHz),FWHM unc (kHz),amp,amp_unc,baseline,baseline_unc,chisq_red,Freq (Hz),Freq unc (Hz),Temp (K)
0,2024-09-25 22:39:47+00:00,mem,Menlo lock,lorentzian,100,none,c,X2,308.3162974187039,255.47632349607025,223.09139236756036,108.56033962751759,320.0796195837317,118.66700732277658,2018.191330249893,2020407444614546.5,31999.647460887267,133.74
1,2025-03-12 02:14:16+00:00,mem,Menlo lock,lorentzian,none,12,c,C10,47.120768717498294,4.756853372800726,15.9973448296908,0.6818280034993572,325.5687267997536,0.5873708054580866,0.550331652059862,2020407446309699.8,1018.4257565616036,190.0
2,2025-04-03 18:21:47+00:00,mem,Menlo lock,lorentzian,none,12.0,b,C10,25.379661275546603,4.614928392469354,28.32782233009911,2.535611363848386,333.4820923916933,1.768089022120988,7.206130218657706,2020407298701904.0,1162.1253184043865,195.0
3,2025-06-12 20:13:43+00:00,mem,Menlo lock,lorentzian,none,14,b,C13,42.72319755995811,4.292050484739254,51.77417886965438,2.8319131539361173,1102.4893457615485,1.8731203693227088,1.7766764253240963,2020407298700691.8,1022.0305258238161,195.0
4,2025-06-11 22:56:45+00:00,mem,Menlo lock,lorentzian,none,24,b,C13,36.27297069639742,2.8939977167698494,74.98417792844457,3.2494823213079136,1070.4370236409834,1.9186044525788242,2.204525280458762,2020407298700584.0,712.6588011583893,195.0
5,2025-06-13 00:23:58+00:00,mem,Menlo lock,lorentzian,none,25,b,C13,30.041334905657873,2.230383692142142,60.106527144246186,2.5411570761541937,1059.2515991158148,1.2872146894896597,1.2594281747000422,2020407298737299.2,619.5961316233672,260.0
6,2024-12-02 22:52:41+00:00,mem,Menlo lock,lorentzian,none,26,c,C13,57.96111978145002,7.141703644071208,55.19906259837849,4.1214965870770595,873.464069021552,1.8048084194172924,3.390695009142153,2020407444549799.5,2370.699690354244,293.8
7,2024-12-03 22:19:31+00:00,mem,Menlo lock,lorentzian,none,28,c,C13,47.80203287048343,7.859492856387711,39.31894486777603,3.6078723388284373,1030.074058543643,1.1860075534347647,1.316122273846281,2020407447024233.0,1993.9774256192934,142.44
8,2024-11-26 00:18:01+00:00,mem,Menlo lock,lorentzian,none,3,b,C13,43.12188134741195,8.342195122538815,25.569561532390196,2.851206620392732,892.7679582878131,0.8626362926883776,0.8595415651911081,2020407298779795.5,2442.4239012086514,293.9
9,2024-11-26 22:07:04+00:00,mem,Menlo lock,lorentzian,none,30,b,C13,43.70360445227255,4.959588914287937,144.4368875856655,7.795431345986176,1058.8113795383545,3.1834957470843745,9.840731504945351,2020407298723631.2,1310.6884034842024,143.04
10,2025-03-21 20:37:01+00:00,mem,Menlo lock,lorentzian,none,5.0,b,C10,36.15776238323349,5.764427053154306,22.664014260879867,1.620074010154801,324.6929522463244,1.0011832449223486,3.0631809710112874,2020407298702800.0,1389.7481755411368,195.0
11,2025-02-14 19:21:14+00:00,mem,Menlo lock,lorentzian,none,6,b,C10,11.215739459137218,2.0818168038617326,19.882779071556286,2.2086636212792796,296.06879252115925,0.7432993172037153,2.4665041441171223,2020407298723943.0,609.0831585255015,145.0
12,2025-05-21 22:35:20+00:00,mem,Menlo lock,lorentzian,none,6,b,C13,38.72126300355297,4.8646483010361266,64.46171961760056,4.273301427982656,1054.954347002388,2.6317515264936078,4.17873825177954,2020407298699670.2,1172.1405031254094,195.0
13,2025-03-17 23:03:52+00:00,mem,Menlo lock,lorentzian,none,7.0,b,C10,28.219121821292944,4.022618573434369,29.86268288335783,2.3977569722916643,325.7353379488232,1.0928334459162259,2.1888319806834127,2020407298700082.0,1973.0849471471554,195.0
14,2025-03-25 23:44:55+00:00,mem,Menlo lock,lorentzian,none,8.0,b,C10,33.04782718385511,8.360469955774446,25.612756860650993,3.5820369172694586,340.59928651439384,2.402970328895084,9.216148667513545,2020407298720337.0,2181.3011750919163,153.0
15,2025-02-12 23:10:40+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,29.411517845289158,6.025787727518591,20.67633976979565,2.238757283100378,266.1017459867545,1.5513254500700264,5.919888234852146,2020407298788326.8,1296.4428005826626,293.5
16,2025-02-19 20:04:36+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,40.300867093980365,14.31115721726751,21.56269007291957,3.6691081004744537,289.95847887787943,2.6252986868717825,14.441183379002446,2020407298700089.2,3525.446351965828,195.0
17,2025-02-25 06:32:15+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,32.598562461819455,4.391300289600025,30.6985678414214,1.8919950857047225,303.0002802962438,1.2663782364800313,3.7964416595818467,2020407298706293.2,1018.9544411453835,175.0
18,2025-02-26 23:05:58+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,31.312848900311963,6.168464745143626,20.598286652714496,1.9296936179749313,295.39846682601734,1.2595049975436907,4.271444276562236,2020407298707994.0,1521.1888588542909,215.0
19,2025-02-28 22:29:31+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,24.76780343204034,6.794074564900078,28.84308071308367,4.087477165569192,290.99999999999994,1.7190351115204945,8.724002369074638,2020407298721895.8,1544.3855187286047,250.0
20,2025-03-03 21:55:12+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,35.09067276483543,9.194514194371823,31.23541109337047,3.9207284513891465,290.91708490074006,2.500143030460354,21.38249063416581,2020407298752163.5,2229.235945269876,270.0
21,2025-03-04 23:29:17+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,32.93027544450823,6.037322120700817,32.368413218178326,2.6385999111876948,317.6523562274215,1.9440254389274179,8.583343671782368,2020407298701580.8,1495.4450617233483,200.0
22,2025-04-14 19:23:32+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,37.2442869159529,7.336858844349396,21.78396617371239,1.9846073994512177,283.4189894091826,1.6623508986350293,4.7176862263674035,2020407298788798.8,1685.1670397687237,293.9
23,2025-04-18 21:58:47+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,47.16901205898051,7.497883413224624,20.865898753039318,1.851369937000439,342.18218270103785,1.485768934354844,2.5552827047819746,2020407298701207.2,1606.76612687767,195.0
24,2025-04-21 22:13:42+00:00,mem,Menlo lock,lorentzian,none,none,b,C10,27.137352683394653,7.4229752207967765,14.346799235283017,2.116733400709488,300.46998792728874,1.258694433281014,3.374399802208027,2020407298785573.8,1814.0722933173154,293.7
25,2024-11-27 00:39:18+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,33.06545406409537,2.8814026075715082,174.1472338762182,10.295800093168642,1098.8202742198632,1.7558589815549372,3.0016169852560792,2020407298725600.5,830.4977543505262,143.04
26,2025-05-21 00:56:44+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,43.53843677801683,7.342124707157273,55.99209056780361,4.955538218621827,892.9076333301232,3.412142322801397,6.8804591750496895,2020407298784388.2,1688.6380171047895,293.0
27,2025-07-17 22:58:38+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,38.427310099169425,2.8438714892462267,73.16450328466533,2.795479136336632,806.408058731339,1.7601505614383584,1.1363691323237335,2020407298698299.2,1087.6297391633698,195.0
28,2025-08-01 21:57:38+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,45.89178318359912,4.3843433265369125,76.4129284563382,4.097444723961987,930.5390737837711,2.7339968629650158,4.424369800551964,2020407298720054.5,1055.6952730452153,150.0
29,2025-09-26 22:49:25+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,44.18929490370315,6.1717821118302245,28.328318402849902,2.207954437552061,805.6752179794656,1.5116852464615975,1.431613156462836,2020407298701436.2,1466.099064853082,195.0
30,2025-09-29 21:41:00+00:00,mem,Menlo lock,lorentzian,none,none,b,C13,36.51919257364199,5.978345430634909,35.583983592624506,3.1707692800245386,830.4318459305537,1.7717198937472114,2.881974989294339,2020407298701220.2,1515.1541673283425,195.0
31,2024-10-22 17:54:14+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,107.00115944814529,6.574102144281847,678.5518129643957,26.51820145154502,331.32704243499643,9.744985950957739,133.6211956249719,2020407298788996.0,2028.601161131334,293.0
32,2024-11-01 20:30:51+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,99.3777785082935,11.996666461678439,386.81889052446945,29.634861674509917,369.8960523270698,14.521208958577965,206.2714609757473,2020407298783372.5,4072.777086966211,291.5
33,2024-11-12 00:21:56+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,79.76657746477414,10.196193557582836,291.11294511664926,21.45050881604078,342.99999999999994,9.405635207336923,173.97461228678796,2020407298783670.5,2715.489734284431,290.7
34,2024-11-19 22:30:02+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,125.9183243122272,11.742859971746217,204.24509612956248,9.479740889014675,351.16317401795845,6.266815708153692,49.77439507080663,2020407298730582.0,2737.9754114382026,135.0
35,2024-11-20 22:20:34+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,154.44003353363044,32.26278601167469,116.93352691699336,12.602145035225401,304.7678030881023,9.411247095113222,112.88848280074909,2020407298800692.5,7715.988313795149,293.5
36,2024-11-21 22:53:32+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,76.73171076489334,8.340380198612964,577.5233423493751,36.2487837143245,357.7258703054026,13.848813209199953,342.85940438809473,2020407298740858.8,2260.3986664710797,133.74
37,2025-05-23 20:45:20+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,102.55549473657817,5.386648923226074,79.37697252562869,2.294209762222588,126.6114106553444,1.373994245223014,7.261677714359916,2020407298786291.5,1294.2434334027598,293.0
38,2025-05-27 20:54:22+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,89.2473341240382,3.0604149991334095,71.41495770706574,1.3484032085082926,139.22227584780617,0.7354952808716314,2.2273427715530336,2020407298706679.8,754.4276316415376,195.0
39,2025-05-28 20:51:43+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,86.81823120464901,5.631670074572305,70.07861489497334,2.5004425227707037,144.4140423275751,1.3356188544500232,7.353112287850845,2020407298711735.2,1393.747195697616,195.0
40,2025-06-03 20:47:46+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,105.11858732775427,9.50399937767453,119.05192908682884,5.957192365825265,145.03726813328717,3.479849193071811,39.74996954899939,2020407298714856.2,2285.2050901793737,215.0
41,2025-06-04 00:45:04+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,92.80479418723839,3.6740048289615603,138.03775350809786,3.106188303346781,139.47750437018703,1.580730689897091,9.840239791038973,2020407298734908.0,937.4861477798663,245.0
42,2025-06-04 19:59:15+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,82.82318965571125,4.982123327073498,104.91009323309417,3.5541280936429533,150.89368681928627,1.7533068457278458,12.37347004754758,2020407298716798.5,1259.6625540360988,170.0
43,2025-06-04 23:29:25+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,125.1265775406974,15.700601886407542,52.449096306209775,3.4719849687973907,151.89938153428471,2.5450231268654475,16.989127863365763,2020407298736482.8,3459.4223722041884,145.0
44,2025-06-05 21:23:48+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,105.58505584661344,9.563667563394315,120.1383265521573,6.039276815562848,142.17806981811083,3.5549693491975893,41.27102447521066,2020407298765139.0,2293.4135825127705,275.0
45,2025-06-06 01:05:40+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,105.14698096017804,7.414487948489531,90.50150416485768,3.4901007840376184,152.01994468726582,2.1490738084549985,14.381368291447988,2020407298705466.2,1763.5973039792648,195.0
46,2025-06-06 20:06:35+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,104.39571266276532,6.271944762015056,77.05385452007772,2.524090969688023,143.03230792192514,1.5680877513708613,8.204798329583351,2020407298700802.5,1497.3437037434005,195.0
47,2025-06-06 23:10:02+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,101.75733656654361,8.954172982251391,123.47498909389073,6.063942122853097,145.5897112034151,3.4741065213441304,39.84855344492603,2020407298701353.5,2177.3258850198486,195.0
48,2025-06-09 22:08:01+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,81.69639609065712,3.2454518694444636,184.84951281546643,4.4016704385177166,138.6338688805551,1.9338426765669554,15.896510727803717,2020407298703330.5,874.1945239144153,195.0
49,2025-06-10 19:34:58+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,88.60270153484107,6.431953392199841,135.0618425045801,5.63923139498142,139.01616429452045,2.8116699382375914,31.574334620903514,2020407298702483.2,1649.6468969236564,210.0
50,2025-06-10 22:57:58+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,97.19877219133838,2.6506708656035003,128.4701362808133,1.9781737800314774,140.22718132523784,1.0821832407107486,4.187662033033034,2020407298707886.8,660.2458080049482,180.0
51,2025-06-27 22:38:00+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,137.10552783639247,6.1949797769901975,44.69857835825478,1.0936391731981383,108.1923241304091,0.8105593333427662,2.3389524726176183,2020407298708152.5,1359.57679986763,195.0
52,2025-07-10 19:32:48+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,134.29161866568256,14.724635313668568,53.02090509088141,3.1766181478170963,124.30279229488353,2.3240912008769925,16.996285003623395,2020407298701439.5,3282.4771768779556,195.0
53,2025-07-14 22:31:36+00:00,mem,Menlo lock,lorentzian,none,none,b,X2,102.82191201303266,4.474403861359041,90.99035910419761,2.212160262618736,129.145627918533,1.2769980881916956,6.419621720662705,2020407298709568.2,1094.0854215036518,195.0
54,2025-02-12 18:47:44+00:00,mem,Menlo lock,lorentzian,none,none,c,C10,28.355682169260835,8.602237341911309,20.281603908319237,4.589872549058258,263.703838041563,1.2242092748803075,3.818684205548459,2020407444551403.0,1805.3476275303974,293.5
