baseline,period_days,frequency_hz,a95_hz,a95_bootstrap_median_hz,a95_lower_hz,a95_upper_hz,a95_std_hz,bootstrap_replicates,finite_bootstrap_replicates,n_test_phases_per_cell,uncertainty_source
sbi_npe,7.0,1.6534391534391535e-06,2141.6666666666665,2141.6666666666665,2112.5,2165.0,253.70114236127648,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,10.0,1.1574074074074074e-06,4175.0,4175.0,3150.0,4337.5,818.3288857550558,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,14.0,8.267195767195768e-07,2112.5,2112.5,2025.0,2156.25,135.15897913814925,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,21.0,5.511463844797178e-07,3116.6666666666665,3116.6666666666665,2950.0,3137.5,479.35755865634604,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,30.0,3.8580246913580245e-07,3075.0,3075.0,2165.0,3139.4999999999995,611.451691421053,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,45.0,2.57201646090535e-07,3116.6666666666665,3116.6666666666665,2950.0,3137.5,197.72186774713785,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,60.0,1.9290123456790122e-07,2950.0,2950.0,1475.0,3075.0,636.2244113360168,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,90.0,1.286008230452675e-07,2112.5,2112.5,2025.0,2141.6666666666665,211.07078706463224,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,120.0,9.645061728395061e-08,2025.0,2025.0,1458.3333333333333,2112.5,350.55754395280417,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,180.0,6.430041152263375e-08,2950.0,2950.0,2025.0,3075.0,661.1230324505658,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,240.0,4.8225308641975306e-08,2141.6666666666665,2141.6666666666665,2112.5,2156.25,95.84035004747332,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
sbi_npe,365.0,3.1709791983764586e-08,2025.0,2025.0,1475.0,2112.5,287.1447099653955,500,500,5,validation-null threshold resampling plus test-phase resampling within each amplitude cell
